"Arquivo","Caminho","Linhas","Flask","FastAPI","SQLite","Requests","Pandas","Numpy","Streamlit","Tkinter","OpenAI","Classes","Funcoes"
"BACKUP_IOTEC_AUTOMATED_STRUCTURE_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_AUTOMATED_STRUCTURE_ENGINE_20260617_162520.py","412","False","False","False","False","False","False","False","False","False","0","6"
"BACKUP_IOTEC_AUTONOMOUS_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_AUTONOMOUS_20260617_162520.py","343","False","False","False","False","False","False","False","False","False","0","6"
"BACKUP_IOTEC_AUTO_REPAIR_CHANNELS_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_AUTO_REPAIR_CHANNELS_20260617_162520.py","231","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_IOTEC_BILLING_INTELLIGENCE_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_BILLING_INTELLIGENCE_ENGINE_20260617_162520.py","553","False","False","True","False","False","False","False","False","False","1","10"
"BACKUP_IOTEC_CENTRAL_BRAIN_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_CENTRAL_BRAIN_20260617_162520.py","154","False","False","False","False","False","False","False","False","False","1","6"
"BACKUP_IOTEC_CONTEXT_AI_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_CONTEXT_AI_20260617_162520.py","19","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_IOTEC_CONTROL_PANEL_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_CONTROL_PANEL_20260617_162520.py","103","False","False","False","False","False","False","False","False","False","0","5"
"BACKUP_IOTEC_CONTROL_TOWER_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_CONTROL_TOWER_ENGINE_20260617_162520.py","308","False","False","False","False","False","False","False","False","False","1","8"
"BACKUP_iotec_core_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_iotec_core_20260617_162520.py","143","False","False","False","False","False","False","False","False","False","0","6"
"BACKUP_IOTEC_CORE_24H_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_CORE_24H_20260617_162520.py","63","False","False","False","False","False","False","False","False","False","0","4"
"BACKUP_IOTEC_CORE_DIRECTIVE_SYSTEM_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_CORE_DIRECTIVE_SYSTEM_20260617_162520.py","201","False","False","False","False","False","False","False","False","False","1","9"
"BACKUP_IOTEC_CORE_EMAIL_24H_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_CORE_EMAIL_24H_20260617_162520.py","169","False","False","False","False","False","False","False","False","False","0","10"
"BACKUP_IOTEC_CORE_LIVE_QUEUE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_CORE_LIVE_QUEUE_20260617_162520.py","182","False","False","False","False","False","False","True","False","False","0","6"
"BACKUP_IOTEC_CORE_LOGIC_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_CORE_LOGIC_20260617_162520.py","87","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_IOTEC_CORE_MANAGER_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_CORE_MANAGER_20260617_162520.py","229","True","False","False","True","False","False","False","False","False","0","5"
"BACKUP_IOTEC_CORE_QUEUE_PANEL_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_CORE_QUEUE_PANEL_20260617_162520.py","106","False","False","False","False","False","False","True","False","False","0","3"
"BACKUP_IOTEC_CORE_RUNNER_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_CORE_RUNNER_20260617_162520.py","14","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_IOTEC_CUSTOMER_SERVICE_CORE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_CUSTOMER_SERVICE_CORE_20260617_162520.py","442","False","False","False","False","False","False","False","False","False","3","13"
"BACKUP_IOTEC_DASHBOARD_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_DASHBOARD_20260617_162520.py","0","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_IOTEC_DATABASE_CORE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_DATABASE_CORE_20260617_162520.py","145","False","False","True","True","False","False","False","False","False","0","0"
"BACKUP_IOTEC_DEPLOYMENT_DIAGNOSTIC_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_DEPLOYMENT_DIAGNOSTIC_20260617_162520.py","161","True","False","False","False","False","False","False","False","False","0","0"
"BACKUP_IOTEC_DEPLOY_MASTER_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_DEPLOY_MASTER_20260617_162520.py","157","True","False","False","False","False","False","False","False","False","0","11"
"BACKUP_IOTEC_DEPLOY_MASTER_V2_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_DEPLOY_MASTER_V2_20260617_162520.py","157","True","False","False","False","False","False","False","False","False","0","11"
"BACKUP_IOTEC_DEPLOY_MASTER_V3_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_DEPLOY_MASTER_V3_20260617_162520.py","167","True","False","False","False","False","False","False","False","False","0","12"
"BACKUP_IOTEC_DEPLOY_NETLIFY_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_DEPLOY_NETLIFY_20260617_162520.py","38","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_IOTEC_DEPLOY_ORQUESTRADOR_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_DEPLOY_ORQUESTRADOR_20260617_162520.py","151","True","False","False","False","False","False","False","False","False","0","11"
"BACKUP_IOTEC_DUAL_MAIL_DASHBOARD_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_DUAL_MAIL_DASHBOARD_20260617_162520.py","138","False","False","False","False","False","False","True","False","False","0","2"
"BACKUP_IOTEC_EXECUTION_XRAY_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_EXECUTION_XRAY_20260617_162520.py","164","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_IOTEC_FIRST_REVENUE_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_FIRST_REVENUE_ENGINE_20260617_162520.py","464","True","False","True","False","False","False","False","False","False","0","8"
"BACKUP_IOTEC_FORM_TO_EMAIL_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_FORM_TO_EMAIL_20260617_162520.py","31","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_IOTEC_FULL_FLOW_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_FULL_FLOW_20260617_162520.py","85","False","False","False","False","False","False","False","False","False","0","3"
"BACKUP_IOTEC_GATEWAY_CORE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_GATEWAY_CORE_20260617_162520.py","308","True","False","False","True","False","False","False","False","False","0","4"
"BACKUP_IOTEC_GLOBAL_CORE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_GLOBAL_CORE_20260617_162520.py","759","True","False","True","False","False","False","False","False","False","0","8"
"BACKUP_IOTEC_GLOBAL_OPERATIONAL_CORE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_GLOBAL_OPERATIONAL_CORE_20260617_162520.py","497","True","False","True","True","False","False","False","False","False","0","7"
"BACKUP_IOTEC_GLOBAL_READINESS_CHECK_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_GLOBAL_READINESS_CHECK_20260617_162520.py","229","False","False","False","False","False","False","False","False","False","1","7"
"BACKUP_IOTEC_GOAL_DEVIATION_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_GOAL_DEVIATION_ENGINE_20260617_162520.py","230","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_IOTEC_GOVTECH_PIPELINE_DASHBOARD_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_GOVTECH_PIPELINE_DASHBOARD_20260617_162520.py","140","False","False","False","False","False","False","True","False","False","0","4"
"BACKUP_IOTEC_INTELLIGENT_CURATOR_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_INTELLIGENT_CURATOR_20260617_162520.py","357","True","False","False","False","False","False","False","False","False","0","6"
"BACKUP_IOTEC_MAIL_CORE_INTELIGENTE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_MAIL_CORE_INTELIGENTE_20260617_162520.py","116","False","False","False","False","False","False","False","False","False","0","3"
"BACKUP_IOTEC_MAIL_FILTER_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_MAIL_FILTER_20260617_162520.py","53","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_IOTEC_MAIL_HUB_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_MAIL_HUB_20260617_162520.py","97","False","False","False","False","False","False","False","False","False","0","2"
"BACKUP_IOTEC_MAIL_MANAGER_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_MAIL_MANAGER_20260617_162520.py","88","False","False","False","False","False","False","False","False","False","0","3"
"BACKUP_IOTEC_MAIL_TO_CORE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_MAIL_TO_CORE_20260617_162520.py","25","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_IOTEC_MASTER_CORE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_MASTER_CORE_20260617_162520.py","128","False","False","False","False","False","False","False","False","False","0","4"
"BACKUP_IOTEC_MASTER_CORE_BACKUP_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_MASTER_CORE_BACKUP_20260617_162520.py","127","False","False","False","False","False","False","False","False","False","0","4"
"BACKUP_IOTEC_MEDIA_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_MEDIA_20260617_162520.py","336","False","False","False","False","False","False","False","False","False","0","6"
"BACKUP_IOTEC_MEDIA_ORCHESTRATION_CORE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_MEDIA_ORCHESTRATION_CORE_20260617_162520.py","244","True","False","False","False","False","False","False","False","False","0","0"
"BACKUP_IOTEC_MEMORY_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_MEMORY_ENGINE_20260617_162520.py","36","False","False","False","False","False","False","False","False","False","0","4"
"BACKUP_IOTEC_MINIMAL_REAL_CORE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_MINIMAL_REAL_CORE_20260617_162520.py","308","True","False","True","True","False","False","False","False","False","0","7"
"BACKUP_IOTEC_MULTI_MAIL_CORE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_MULTI_MAIL_CORE_20260617_162520.py","111","False","False","False","False","False","False","False","False","False","0","4"
"BACKUP_IOTEC_MULTI_SECTOR_RADAR_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_MULTI_SECTOR_RADAR_20260617_162520.py","88","False","False","False","False","False","False","True","False","False","0","1"
"BACKUP_IOTEC_NEURAL_BRAIN_CLEAN_AUTO_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_NEURAL_BRAIN_CLEAN_AUTO_20260617_162520.py","120","True","False","False","False","False","False","False","False","False","0","6"
"BACKUP_IOTEC_NEURAL_ECOSYSTEM_CORE_FINAL_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_NEURAL_ECOSYSTEM_CORE_FINAL_20260617_162520.py","521","False","False","False","False","False","False","False","False","False","10","29"
"BACKUP_IOTEC_NEURAL_MAP_AUTO_FIX_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_NEURAL_MAP_AUTO_FIX_20260617_162520.py","109","True","False","False","False","False","False","False","False","False","0","5"
"BACKUP_IOTEC_NEURAL_MAP_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_NEURAL_MAP_ENGINE_20260617_162520.py","166","True","False","False","False","False","False","False","False","False","0","10"
"BACKUP_IOTEC_NEURAL_MAP_SAFE_AUTO_FIX_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_NEURAL_MAP_SAFE_AUTO_FIX_20260617_162520.py","133","True","False","False","False","False","False","False","False","False","0","6"
"BACKUP_IOTEC_OPERATIONAL_WORKFLOW_ARCHITECTURE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_OPERATIONAL_WORKFLOW_ARCHITECTURE_20260617_162520.py","540","False","False","False","False","False","False","False","False","False","3","16"
"BACKUP_IOTEC_ORCHESTRATION_AUDITOR_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_ORCHESTRATION_AUDITOR_20260617_162520.py","133","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_IOTEC_PANEL_24H_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_PANEL_24H_20260617_162520.py","40","False","False","False","False","False","False","True","False","False","0","1"
"BACKUP_IOTEC_PAYMENT_BRIDGE_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_PAYMENT_BRIDGE_ENGINE_20260617_162520.py","165","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_IOTEC_PAYPAL_MONITOR_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_PAYPAL_MONITOR_20260617_162520.py","33","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_IOTEC_PERSISTENT_OPERATIONAL_CORE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_PERSISTENT_OPERATIONAL_CORE_20260617_162520.py","678","False","False","True","False","False","False","False","False","False","1","17"
"BACKUP_IOTEC_PROGRAMMING_GRID_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_PROGRAMMING_GRID_ENGINE_20260617_162520.py","386","False","False","False","False","False","False","False","False","False","0","5"
"BACKUP_IOTEC_REAL_OFFER_DISCOVERY_AUDITOR_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_REAL_OFFER_DISCOVERY_AUDITOR_20260617_162520.py","385","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_IOTEC_RESERVOIR_MANAGER_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_RESERVOIR_MANAGER_20260617_162520.py","193","False","False","True","False","False","False","False","False","False","0","0"
"BACKUP_IOTEC_Revenue_Strategy_Engine_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_Revenue_Strategy_Engine_20260617_162520.py","239","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_IOTEC_RUNTIME_REORGANIZER_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_RUNTIME_REORGANIZER_20260617_162520.py","141","False","False","False","False","False","False","True","False","False","0","0"
"BACKUP_IOTEC_SENTINEL_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_SENTINEL_ENGINE_20260617_162520.py","230","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_IOTEC_SOURCE_INTELLIGENCE_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_SOURCE_INTELLIGENCE_ENGINE_20260617_162520.py","39","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_Iotec_Spine_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_Iotec_Spine_20260617_162520.py","132","False","False","False","False","False","False","False","False","False","2","7"
"BACKUP_Iotec_Spine_Core_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_Iotec_Spine_Core_20260617_162520.py","38","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_Iotec_Spine_Core_Architecture_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_Iotec_Spine_Core_Architecture_20260617_162520.py","693","False","False","False","False","False","False","True","False","False","13","35"
"BACKUP_IOTEC_STARTUP_CHECKLIST_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_STARTUP_CHECKLIST_ENGINE_20260617_162520.py","455","False","False","False","False","False","False","False","False","False","7","19"
"BACKUP_IOTEC_SYSTEM_FLOW_PANEL_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_SYSTEM_FLOW_PANEL_20260617_162520.py","133","False","False","False","False","False","False","True","False","False","0","3"
"BACKUP_IOTEC_TEMPLATE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_TEMPLATE_20260617_162520.py","18","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_IOTEC_TRAFFIC_CONTROLLER_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_TRAFFIC_CONTROLLER_20260617_162520.py","449","True","False","False","False","False","False","False","False","False","0","13"
"BACKUP_IOTEC_TTS_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_TTS_20260617_162520.py","6","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_IOTEC_ULTRACORE_ARCHITECTURE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_ULTRACORE_ARCHITECTURE_20260617_162520.py","695","False","True","False","False","False","False","False","False","False","3","18"
"BACKUP_IOTEC_UNIFIED_BRAIN_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_UNIFIED_BRAIN_20260617_162520.py","113","False","False","False","False","False","False","False","False","False","1","9"
"BACKUP_IOTEC_UNIFIED_BRAIN_BACKUP_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_UNIFIED_BRAIN_BACKUP_20260617_162520.py","113","False","False","False","False","False","False","False","False","False","1","9"
"BACKUP_IOTEC_WAR_ROOM_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_WAR_ROOM_ENGINE_20260617_162520.py","117","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_IOTEC_WEB_OBSERVER_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_WEB_OBSERVER_20260617_162520.py","458","True","False","False","True","False","False","False","False","False","0","10"
"BACKUP_IOTEC_WHATSAPP_AUTOMATION_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_WHATSAPP_AUTOMATION_20260617_162520.py","27","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_IOTEC_WHATS_LINK_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_IOTEC_WHATS_LINK_20260617_162520.py","27","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_ler_emails_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_ler_emails_20260617_162520.py","35","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_LIVE_EXECUTIVE_VISUAL_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_LIVE_EXECUTIVE_VISUAL_20260617_162520.py","684","True","False","False","True","False","False","False","False","False","0","3"
"BACKUP_LIVE_OPERATING_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_LIVE_OPERATING_20260617_162520.py","715","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_LIVE_OPERATIONAL_CORE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_LIVE_OPERATIONAL_CORE_20260617_162520.py","791","False","False","True","True","False","False","False","False","False","1","13"
"BACKUP_LIVE_SOCKET_LIVE_SOCKET_TOWER_20260530_205639.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_LIVE_SOCKET_LIVE_SOCKET_TOWER_20260530_205639.py","755","True","False","False","False","False","False","False","False","False","0","3"
"BACKUP_LIVE_SOCKET_TOWER_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_LIVE_SOCKET_TOWER_20260617_162520.py","72","True","False","False","False","False","False","False","False","False","0","1"
"BACKUP_live_tower_monitor_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_live_tower_monitor_20260617_162520.py","161","False","False","False","False","False","False","False","False","False","0","2"
"BACKUP_log_writer_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_log_writer_20260617_162520.py","26","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_main_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_main_20260617_162520.py","58","False","True","False","False","False","False","False","False","False","0","6"
"BACKUP_MAPA_DO_ECOSSISTEMA_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_MAPA_DO_ECOSSISTEMA_20260617_162520.py","5","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_MASTER_GOVERNANCE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_MASTER_GOVERNANCE_20260617_162520.py","494","True","False","False","False","False","False","False","False","False","0","9"
"BACKUP_memoria_cliente_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_memoria_cliente_20260617_162520.py","17","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_MEMORIA_DE_PERFORMACE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_MEMORIA_DE_PERFORMACE_20260617_162520.py","59","False","False","False","False","False","False","False","False","False","0","5"
"BACKUP_MEMORY_FORTRESS_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_MEMORY_FORTRESS_20260617_162520.py","456","False","False","False","False","False","False","False","False","False","0","3"
"BACKUP_mensagem_automatica_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_mensagem_automatica_20260617_162520.py","13","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_META_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_META_ENGINE_20260617_162520.py","413","False","False","False","False","False","False","False","False","False","0","7"
"BACKUP_miner_nucleus_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_miner_nucleus_20260617_162520.py","12","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_MINING_ENGINE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_MINING_ENGINE_20260617_162520.py","37","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_models_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_models_20260617_162520.py","31","False","False","False","False","False","False","False","False","False","2","1"
"BACKUP_modulo_exemplo_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_modulo_exemplo_20260617_162520.py","8","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_modulo_interface_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_modulo_interface_20260617_162520.py","62","False","False","False","False","False","False","False","False","False","0","3"
"BACKUP_MONEY_GATE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_MONEY_GATE_20260617_162520.py","255","True","False","True","False","False","False","False","False","False","0","7"
"BACKUP_monitor_paypal_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_monitor_paypal_20260617_162520.py","65","False","False","False","False","False","False","False","False","False","0","2"
"BACKUP_montar_texto_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_montar_texto_20260617_162520.py","12","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_MOTOR_DE_SIMILARIDADE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_MOTOR_DE_SIMILARIDADE_20260617_162520.py","64","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_MOTOR_DE_SIMILARIDADE_AVANADO_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_MOTOR_DE_SIMILARIDADE_AVANADO_20260617_162520.py","82","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_MOTOR_SEMANTICO_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_MOTOR_SEMANTICO_20260617_162520.py","549","False","False","False","False","False","False","False","False","False","1","7"
"BACKUP_MOTOR_SEMANTICO_COM_SCORE_DE_RELEVANCIA_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_MOTOR_SEMANTICO_COM_SCORE_DE_RELEVANCIA_20260617_162520.py","401","False","False","False","False","False","False","False","False","False","1","7"
"BACKUP_MOTOR_SEMANTICO_EMPRESARIAL_INTELIGENTE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_MOTOR_SEMANTICO_EMPRESARIAL_INTELIGENTE_20260617_162520.py","527","False","False","False","False","False","False","False","False","False","1","10"
"BACKUP_msg_cliente_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_msg_cliente_20260617_162520.py","8","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_NAVEGACAO_DE_OPORTUNIDADES_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_NAVEGACAO_DE_OPORTUNIDADES_20260617_162520.py","67","False","False","False","False","False","False","False","False","False","0","3"
"BACKUP_NCLEO_CENTRAL_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_NCLEO_CENTRAL_20260617_162520.py","52","True","False","False","False","False","False","False","False","False","0","2"
"BACKUP_NEURAL_MAP_ENGINE.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_NEURAL_MAP_ENGINE.py","147","False","False","False","False","False","False","False","False","False","0","8"
"BACKUP_NEXUS_CORE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_NEXUS_CORE_20260617_162520.py","608","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_NEXUS_REALTIME_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_NEXUS_REALTIME_20260617_162520.py","593","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_NODE_CHECK_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_NODE_CHECK_20260617_162520.py","65","False","False","False","False","False","False","False","False","False","0","0"
"BACKUP_notificar_cliente_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_notificar_cliente_20260617_162520.py","3","False","False","False","False","False","False","False","False","False","0","1"
"BACKUP_NTERPRETADOR_INTELIGENTE_20260617_162520.py","C:\IOTEC\ENCODING_BACKUP\BACKUP_NTERPRETADOR_INTELIGENTE_20260617_162520.py","221","False","False","False","False","False","False","False","False","False","1","5"
